epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
367,51494.8,0.81352,0.41234,0.86058,0.99736,0.83785,0.90451,0.8012,0.54852,0.31965,0.81544,0.00127532,0.00127532,0.00127532
368,51567.9,0.79591,0.40662,0.85426,0.99785,0.83785,0.9042,0.802,0.54563,0.31866,0.81498,0.00127334,0.00127334,0.00127334
369,51640.7,0.79494,0.40424,0.85964,0.99724,0.83791,0.90196,0.79859,0.54538,0.31842,0.8152,0.00127136,0.00127136,0.00127136
370,51743.3,0.80519,0.41041,0.85957,0.99704,0.83818,0.9046,0.802,0.54587,0.31792,0.81474,0.00126938,0.00126938,0.00126938
371,51833.6,0.79036,0.40494,0.85728,0.99702,0.83818,0.90372,0.80101,0.54676,0.31866,0.81504,0.0012674,0.0012674,0.0012674
372,51911.3,0.76465,0.39585,0.85571,0.9974,0.83801,0.90521,0.80537,0.53803,0.31682,0.81366,0.00126542,0.00126542,0.00126542
373,52186.1,0.78374,0.40135,0.85417,0.99719,0.83806,0.90365,0.80248,0.54123,0.31642,0.81412,0.00126344,0.00126344,0.00126344
374,52313.9,0.77441,0.399,0.85462,0.99736,0.83791,0.90339,0.80293,0.53908,0.31588,0.81347,0.00126146,0.00126146,0.00126146
375,52405.4,0.79672,0.4054,0.85787,0.99717,0.8381,0.90425,0.80384,0.53902,0.31575,0.81396,0.00125948,0.00125948,0.00125948
376,52547.6,0.78065,0.40095,0.85603,0.99768,0.83809,0.90505,0.80583,0.53607,0.31491,0.81321,0.0012575,0.0012575,0.0012575
377,52729.1,0.76807,0.39822,0.85653,0.99734,0.83814,0.90455,0.8055,0.53444,0.31468,0.81278,0.00125552,0.00125552,0.00125552
378,52828.9,0.77776,0.4005,0.85477,0.99742,0.83785,0.90317,0.80353,0.53206,0.31333,0.81271,0.00125354,0.00125354,0.00125354
379,52912.3,0.78624,0.40458,0.85292,0.99717,0.83811,0.90307,0.80435,0.5313,0.3131,0.81223,0.00125156,0.00125156,0.00125156
380,53013,0.77568,0.3981,0.85247,0.99744,0.83814,0.90402,0.80458,0.53483,0.31435,0.8125,0.00124958,0.00124958,0.00124958
381,53073.1,0.79347,0.40452,0.86149,0.99701,0.8384,0.90442,0.80536,0.53514,0.31424,0.81309,0.0012476,0.0012476,0.0012476
382,53180.3,0.77998,0.39809,0.85602,0.99736,0.8379,0.90544,0.80627,0.53768,0.31496,0.81327,0.00124562,0.00124562,0.00124562
383,53354.7,0.79495,0.40384,0.85854,0.99745,0.83808,0.90437,0.80476,0.53426,0.31381,0.81169,0.00124364,0.00124364,0.00124364
384,53479.2,0.82462,0.41656,0.85765,0.99749,0.83806,0.9036,0.80427,0.53625,0.3147,0.8128,0.00124166,0.00124166,0.00124166
385,53543.2,0.7807,0.40115,0.85352,0.99746,0.83814,0.9021,0.80291,0.53469,0.31369,0.81274,0.00123968,0.00123968,0.00123968
386,53618.6,0.76131,0.39504,0.85177,0.99746,0.83785,0.90258,0.80414,0.53154,0.31277,0.8119,0.0012377,0.0012377,0.0012377
387,54356.6,0.77658,0.39955,0.85166,0.99749,0.83803,0.9025,0.805,0.5271,0.3123,0.81143,0.00123572,0.00123572,0.00123572
388,54457.1,0.78251,0.40012,0.85252,0.99736,0.83778,0.90367,0.80634,0.52655,0.31215,0.81111,0.00123374,0.00123374,0.00123374
389,54520.3,0.772,0.39814,0.85234,0.99757,0.83773,0.90122,0.80278,0.52837,0.31207,0.81106,0.00123176,0.00123176,0.00123176
390,54631.6,0.76601,0.39721,0.85236,0.99797,0.83794,0.90272,0.80584,0.5217,0.309,0.81037,0.00122978,0.00122978,0.00122978
391,54693.5,0.76807,0.39726,0.85277,0.99737,0.83824,0.90237,0.80547,0.52236,0.31032,0.81055,0.0012278,0.0012278,0.0012278
392,54757.6,0.78558,0.40127,0.85344,0.99742,0.83817,0.90262,0.80424,0.52988,0.31243,0.81115,0.00122582,0.00122582,0.00122582
393,54855.8,0.77752,0.39774,0.85295,0.99724,0.83815,0.90295,0.80473,0.52923,0.31118,0.81133,0.00122384,0.00122384,0.00122384
394,54966.9,0.76642,0.39455,0.85322,0.99756,0.83785,0.9036,0.80591,0.52707,0.31008,0.81096,0.00122186,0.00122186,0.00122186
395,55088.3,0.76148,0.39512,0.85029,0.99753,0.83813,0.90367,0.80682,0.52329,0.30954,0.81013,0.00121988,0.00121988,0.00121988
396,55179.1,0.77076,0.39832,0.85354,0.99771,0.83776,0.90552,0.8093,0.52268,0.30862,0.81038,0.0012179,0.0012179,0.0012179
397,55258.5,0.76977,0.39636,0.85613,0.99786,0.83769,0.90402,0.80647,0.52569,0.30976,0.81074,0.00121592,0.00121592,0.00121592
398,55330.2,0.76465,0.39477,0.85478,0.99753,0.83812,0.90572,0.81094,0.51838,0.30818,0.80999,0.00121394,0.00121394,0.00121394
399,55420.4,0.76434,0.39426,0.85215,0.99756,0.8381,0.90545,0.80912,0.52184,0.30844,0.81019,0.00121196,0.00121196,0.00121196
400,55501.8,0.79556,0.40593,0.85515,0.99771,0.83806,0.90488,0.8079,0.52509,0.31059,0.81032,0.00120998,0.00120998,0.00120998
401,55585.9,0.78624,0.39882,0.85426,0.99781,0.83771,0.90289,0.80623,0.52284,0.31014,0.81002,0.001208,0.001208,0.001208
402,55659.9,0.78453,0.40113,0.85616,0.99783,0.83796,0.9051,0.80664,0.53022,0.31103,0.81113,0.00120602,0.00120602,0.00120602
403,55708.3,0.76498,0.39368,0.85318,0.99784,0.83806,0.90462,0.8088,0.5209,0.30835,0.81006,0.00120404,0.00120404,0.00120404
404,55804.3,0.80194,0.40592,0.85765,0.99787,0.83803,0.90398,0.80656,0.52394,0.30904,0.8103,0.00120206,0.00120206,0.00120206
405,55953,0.77751,0.39751,0.85565,0.99778,0.83817,0.90363,0.80665,0.52286,0.30875,0.81059,0.00120008,0.00120008,0.00120008
406,56053.3,0.75226,0.39031,0.85146,0.99799,0.83788,0.90489,0.81113,0.51184,0.30585,0.80912,0.0011981,0.0011981,0.0011981
407,56165.2,0.75832,0.39134,0.84782,0.9977,0.83823,0.90601,0.81287,0.51274,0.3054,0.80891,0.00119612,0.00119612,0.00119612
408,56247,0.75313,0.39001,0.85005,0.99788,0.83821,0.90483,0.80866,0.52284,0.30802,0.80967,0.00119414,0.00119414,0.00119414
409,56384.2,0.77315,0.39545,0.85297,0.99784,0.8384,0.90504,0.81002,0.51706,0.30687,0.80911,0.00119216,0.00119216,0.00119216
410,56472.3,0.77288,0.3957,0.85508,0.99775,0.83809,0.90463,0.80948,0.51723,0.30624,0.80903,0.00119018,0.00119018,0.00119018
411,56540.4,0.76186,0.39478,0.84608,0.9975,0.83807,0.90384,0.8095,0.51342,0.30577,0.80863,0.0011882,0.0011882,0.0011882
412,56612.9,0.75577,0.39135,0.84953,0.99766,0.83818,0.90439,0.81085,0.51146,0.30471,0.80797,0.00118622,0.00118622,0.00118622
413,56685.8,0.75768,0.39234,0.85118,0.99768,0.83806,0.90495,0.81128,0.5113,0.30493,0.80853,0.00118424,0.00118424,0.00118424
414,56755.2,0.73006,0.38327,0.84711,0.99789,0.83794,0.90333,0.81149,0.50721,0.30329,0.80784,0.00118226,0.00118226,0.00118226
415,57060.2,0.74145,0.38749,0.84289,0.99803,0.83795,0.90286,0.80996,0.50861,0.30338,0.80735,0.00118028,0.00118028,0.00118028
416,57151.1,0.75143,0.38916,0.84715,0.99772,0.83812,0.90294,0.80951,0.51059,0.30366,0.80761,0.0011783,0.0011783,0.0011783
417,57222.6,0.74484,0.38519,0.84531,0.99737,0.83838,0.90413,0.81167,0.50798,0.30292,0.80724,0.00117632,0.00117632,0.00117632
418,57432.3,0.75724,0.39036,0.84825,0.99786,0.83805,0.90147,0.80848,0.50864,0.30347,0.80713,0.00117434,0.00117434,0.00117434
419,57522.6,0.75303,0.38805,0.8472,0.99787,0.83818,0.90287,0.81062,0.50522,0.30177,0.80692,0.00117236,0.00117236,0.00117236
420,57652.3,0.74193,0.38815,0.84898,0.99772,0.83839,0.90381,0.81209,0.50492,0.3016,0.80682,0.00117038,0.00117038,0.00117038
421,58349.6,0.73302,0.38408,0.84438,0.99787,0.83819,0.90458,0.8131,0.50366,0.30174,0.80674,0.0011684,0.0011684,0.0011684
422,58413.3,0.75561,0.39046,0.84635,0.9979,0.83831,0.90278,0.81126,0.50142,0.30049,0.80627,0.00116642,0.00116642,0.00116642
423,58482.2,0.75986,0.39285,0.8452,0.99787,0.83826,0.90387,0.8116,0.50531,0.3014,0.80677,0.00116444,0.00116444,0.00116444
424,58537.8,0.76325,0.39084,0.84943,0.99803,0.8383,0.90408,0.811,0.50798,0.30195,0.80708,0.00116246,0.00116246,0.00116246
425,58617.3,0.77149,0.396,0.85094,0.99745,0.83844,0.90507,0.81319,0.50476,0.30118,0.80672,0.00116048,0.00116048,0.00116048
426,58693.5,0.75698,0.38939,0.84807,0.9978,0.83819,0.90421,0.81074,0.51054,0.30245,0.80734,0.0011585,0.0011585,0.0011585
427,58887.9,0.76464,0.39208,0.84932,0.99759,0.83812,0.903,0.80997,0.50496,0.3009,0.80702,0.00115652,0.00115652,0.00115652
428,58960.8,0.73412,0.3847,0.84665,0.99763,0.83821,0.90309,0.81127,0.50207,0.30085,0.80627,0.00115454,0.00115454,0.00115454
429,59026.5,0.73725,0.38574,0.84365,0.99745,0.83837,0.90381,0.81267,0.49937,0.29992,0.80573,0.00115256,0.00115256,0.00115256
430,59109.7,0.75036,0.38847,0.84923,0.99751,0.83842,0.90461,0.81273,0.50207,0.30019,0.80624,0.00115058,0.00115058,0.00115058
431,59207.4,0.74552,0.38816,0.84768,0.99759,0.83845,0.9039,0.8119,0.50238,0.29973,0.80642,0.0011486,0.0011486,0.0011486
432,59292.5,0.74936,0.38953,0.8479,0.99788,0.83851,0.90374,0.81203,0.50351,0.30057,0.80627,0.00114662,0.00114662,0.00114662
433,59363.2,0.73905,0.38487,0.8482,0.99763,0.83844,0.90334,0.8111,0.50333,0.29974,0.8064,0.00114464,0.00114464,0.00114464
434,59455.1,0.74283,0.38617,0.84754,0.99751,0.83886,0.90378,0.81184,0.50302,0.29995,0.80594,0.00114266,0.00114266,0.00114266
435,59560.8,0.75065,0.38775,0.8502,0.99806,0.8386,0.90373,0.81289,0.50012,0.29914,0.80546,0.00114068,0.00114068,0.00114068
436,59747.2,0.74004,0.38224,0.84551,0.99808,0.83845,0.90353,0.81214,0.50035,0.29901,0.80574,0.0011387,0.0011387,0.0011387
437,59812.6,0.73591,0.38175,0.84892,0.99765,0.83867,0.90378,0.8126,0.50163,0.29887,0.80598,0.00113672,0.00113672,0.00113672
438,59902,0.74101,0.38513,0.84502,0.99767,0.8384,0.90405,0.81406,0.49698,0.29795,0.8053,0.00113474,0.00113474,0.00113474
439,60007,0.74457,0.38502,0.84611,0.99771,0.83831,0.9039,0.81297,0.49743,0.29831,0.80539,0.00113276,0.00113276,0.00113276
440,60092,0.75483,0.38795,0.84866,0.99777,0.83832,0.90265,0.81021,0.50429,0.29939,0.8061,0.00113078,0.00113078,0.00113078
441,60148.9,0.74727,0.38766,0.84674,0.99796,0.83822,0.90347,0.81147,0.50239,0.29991,0.80574,0.0011288,0.0011288,0.0011288
442,60347.7,0.74441,0.38569,0.84385,0.99805,0.83842,0.9027,0.8123,0.49675,0.2979,0.80489,0.00112682,0.00112682,0.00112682
443,60423.9,0.74566,0.38729,0.84445,0.99797,0.83853,0.90378,0.81393,0.49314,0.29557,0.80453,0.00112484,0.00112484,0.00112484
444,60492.4,0.73574,0.3822,0.84182,0.99793,0.83854,0.90327,0.81372,0.4925,0.29571,0.80437,0.00112286,0.00112286,0.00112286
445,60562.6,0.70396,0.3717,0.84358,0.99812,0.83861,0.90356,0.81499,0.49096,0.295,0.80404,0.00112088,0.00112088,0.00112088
446,60659.3,0.74302,0.38711,0.84373,0.99786,0.83864,0.90329,0.81523,0.48866,0.29457,0.80364,0.0011189,0.0011189,0.0011189
447,60750.7,0.73226,0.38208,0.84037,0.99757,0.83857,0.90183,0.81321,0.48957,0.29458,0.80388,0.00111692,0.00111692,0.00111692
448,60812.9,0.74221,0.38604,0.84373,0.99801,0.83871,0.90232,0.81294,0.49136,0.29488,0.80404,0.00111494,0.00111494,0.00111494
449,60888.5,0.73378,0.38351,0.84239,0.99777,0.83882,0.90394,0.8146,0.49317,0.29579,0.80414,0.00111296,0.00111296,0.00111296
450,60948.7,0.75165,0.38777,0.84635,0.99792,0.83867,0.90356,0.81462,0.48933,0.2951,0.80392,0.00111098,0.00111098,0.00111098
451,61021.9,0.72644,0.37928,0.84359,0.99764,0.83876,0.90297,0.81432,0.48963,0.29533,0.80369,0.001109,0.001109,0.001109
452,61178.8,0.74375,0.38656,0.84459,0.99789,0.83855,0.90444,0.8141,0.49813,0.29739,0.80495,0.00110702,0.00110702,0.00110702
453,61294.7,0.74164,0.38466,0.84493,0.99778,0.83866,0.9032,0.81405,0.49118,0.29513,0.80391,0.00110504,0.00110504,0.00110504
454,61378.3,0.7122,0.3739,0.8407,0.99808,0.8386,0.90283,0.81506,0.48781,0.29409,0.80341,0.00110306,0.00110306,0.00110306
455,62394.3,0.73358,0.37979,0.84549,0.9978,0.83855,0.90395,0.81533,0.48901,0.29386,0.80361,0.00110108,0.00110108,0.00110108
456,62505.6,0.73447,0.38027,0.84483,0.99756,0.83861,0.90461,0.8159,0.48907,0.29456,0.80315,0.0010991,0.0010991,0.0010991
457,62704.8,0.75406,0.38736,0.8461,0.99773,0.83876,0.90307,0.81402,0.49001,0.29438,0.80354,0.00109712,0.00109712,0.00109712
458,62768,0.74375,0.38368,0.84406,0.99781,0.83877,0.90521,0.81601,0.49318,0.29515,0.80427,0.00109514,0.00109514,0.00109514
459,62865.1,0.72788,0.37824,0.84355,0.99782,0.83864,0.90264,0.81475,0.48702,0.29312,0.80318,0.00109316,0.00109316,0.00109316
460,62954.1,0.71431,0.37504,0.84044,0.99816,0.83853,0.90356,0.81665,0.48525,0.29296,0.80289,0.00109118,0.00109118,0.00109118
461,63053.3,0.7444,0.3836,0.84376,0.99798,0.83857,0.90171,0.81249,0.49148,0.2945,0.80352,0.0010892,0.0010892,0.0010892
462,63113.3,0.72642,0.37798,0.8437,0.99823,0.83851,0.90261,0.81498,0.48688,0.29368,0.80318,0.00108722,0.00108722,0.00108722
463,63198.2,0.71702,0.37523,0.843,0.99762,0.83871,0.90355,0.81604,0.48605,0.29298,0.80297,0.00108524,0.00108524,0.00108524
464,63276.3,0.7302,0.37932,0.84483,0.99761,0.83847,0.90222,0.81391,0.48679,0.29375,0.80261,0.00108326,0.00108326,0.00108326
465,63448.7,0.74307,0.38343,0.84654,0.99781,0.83856,0.90335,0.81549,0.48446,0.29344,0.80277,0.00108128,0.00108128,0.00108128
466,63523.8,0.71754,0.37647,0.84001,0.99764,0.83866,0.90266,0.81571,0.48309,0.29195,0.80247,0.0010793,0.0010793,0.0010793
467,63631.2,0.7071,0.37369,0.84295,0.99782,0.83867,0.90316,0.81637,0.48324,0.29189,0.80248,0.00107732,0.00107732,0.00107732
468,63732.6,0.70913,0.37413,0.83992,0.99773,0.83862,0.90114,0.81507,0.47879,0.29121,0.80174,0.00107534,0.00107534,0.00107534
469,63816.6,0.70225,0.36949,0.8392,0.99754,0.83859,0.90255,0.8161,0.48196,0.29172,0.80242,0.00107336,0.00107336,0.00107336
470,63981.7,0.72193,0.37711,0.84331,0.99768,0.83855,0.90268,0.81503,0.48544,0.2925,0.80233,0.00107138,0.00107138,0.00107138
471,64074.7,0.71566,0.37237,0.84072,0.99795,0.83848,0.90282,0.81609,0.48121,0.2911,0.80197,0.0010694,0.0010694,0.0010694
472,64173,0.73698,0.38169,0.84592,0.99812,0.8384,0.90247,0.81532,0.48272,0.29145,0.80238,0.00106742,0.00106742,0.00106742
473,64282.8,0.72106,0.3753,0.84006,0.99783,0.83861,0.90307,0.81576,0.48294,0.29156,0.80231,0.00106544,0.00106544,0.00106544
474,64450.7,0.71617,0.37692,0.84315,0.99774,0.8388,0.90363,0.8173,0.48022,0.29077,0.8018,0.00106346,0.00106346,0.00106346
475,64514.6,0.72407,0.37738,0.84331,0.99805,0.83859,0.90285,0.81598,0.48118,0.29085,0.80181,0.00106148,0.00106148,0.00106148
476,64621.2,0.70971,0.37178,0.8411,0.9979,0.83883,0.90244,0.8165,0.47849,0.29011,0.80134,0.0010595,0.0010595,0.0010595
477,64667.2,0.71,0.37135,0.84015,0.99826,0.83863,0.90116,0.81565,0.47778,0.28965,0.8013,0.00105752,0.00105752,0.00105752
478,64759.8,0.70897,0.37389,0.8419,0.99789,0.83876,0.90122,0.81457,0.47868,0.28957,0.80155,0.00105554,0.00105554,0.00105554
479,64858.2,0.70677,0.37305,0.83853,0.99809,0.8386,0.90269,0.81787,0.47568,0.28812,0.801,0.00105356,0.00105356,0.00105356
480,64930.8,0.71436,0.37437,0.84308,0.99812,0.83873,0.90272,0.81785,0.47676,0.28821,0.80128,0.00105158,0.00105158,0.00105158
481,65025.8,0.71431,0.37416,0.84265,0.9981,0.83864,0.90161,0.81552,0.4784,0.28942,0.80125,0.0010496,0.0010496,0.0010496
482,65094.8,0.71024,0.37227,0.83886,0.99776,0.83883,0.9023,0.81627,0.47817,0.28913,0.80117,0.00104762,0.00104762,0.00104762
483,65161.3,0.73094,0.37923,0.84242,0.99775,0.83883,0.90235,0.816,0.47725,0.28823,0.8011,0.00104564,0.00104564,0.00104564
484,65246.8,0.71475,0.3738,0.83814,0.99796,0.83871,0.90283,0.81709,0.47609,0.2879,0.80109,0.00104366,0.00104366,0.00104366
485,65423.8,0.68964,0.36571,0.83665,0.99822,0.83862,0.90333,0.81898,0.47281,0.28662,0.8005,0.00104168,0.00104168,0.00104168
486,65512.6,0.71805,0.3737,0.84289,0.99814,0.83848,0.90205,0.81565,0.47665,0.2882,0.80075,0.0010397,0.0010397,0.0010397
487,65695.1,0.7139,0.37271,0.83648,0.99828,0.83854,0.90246,0.81707,0.47336,0.28701,0.80043,0.00103772,0.00103772,0.00103772
488,65777,0.71037,0.3722,0.83967,0.99826,0.83856,0.90321,0.81837,0.47299,0.28741,0.80043,0.00103574,0.00103574,0.00103574
489,65843.4,0.7045,0.37013,0.83438,0.99826,0.83846,0.90288,0.81831,0.47251,0.28688,0.80045,0.00103376,0.00103376,0.00103376
490,65949.8,0.71683,0.3759,0.83696,0.99834,0.83844,0.90375,0.81921,0.47289,0.28622,0.80034,0.00103178,0.00103178,0.00103178
491,66061.4,0.68808,0.36547,0.83692,0.99825,0.83862,0.90331,0.81887,0.47257,0.28661,0.80014,0.0010298,0.0010298,0.0010298
492,66155.9,0.71121,0.37309,0.83988,0.99851,0.83854,0.90294,0.81929,0.46989,0.28596,0.79976,0.00102782,0.00102782,0.00102782
493,66244.3,0.70511,0.36937,0.83994,0.99841,0.83856,0.90183,0.81666,0.47184,0.28633,0.80024,0.00102584,0.00102584,0.00102584
494,66361.2,0.69639,0.36901,0.84083,0.99843,0.83845,0.90204,0.81804,0.46861,0.28514,0.79989,0.00102386,0.00102386,0.00102386
495,66443.8,0.69785,0.36799,0.84015,0.99828,0.83844,0.90143,0.81711,0.4699,0.28549,0.8003,0.00102188,0.00102188,0.00102188
496,66557.5,0.7001,0.36852,0.83508,0.99842,0.83852,0.90297,0.81924,0.4697,0.28496,0.79984,0.0010199,0.0010199,0.0010199
497,66626.2,0.70357,0.37026,0.83949,0.99827,0.83849,0.90468,0.82083,0.46899,0.28524,0.79965,0.00101792,0.00101792,0.00101792
498,66866.4,0.7105,0.37281,0.83811,0.99851,0.83853,0.90278,0.8189,0.46819,0.28468,0.79971,0.00101594,0.00101594,0.00101594
499,66975.2,0.71185,0.37292,0.83854,0.99827,0.83875,0.90377,0.81991,0.46944,0.28452,0.79969,0.00101396,0.00101396,0.00101396
500,67053.3,0.70611,0.37062,0.83676,0.99838,0.83841,0.9032,0.81905,0.46998,0.28522,0.79952,0.00101198,0.00101198,0.00101198
501,67120.8,0.71279,0.37299,0.83817,0.9982,0.83864,0.90358,0.81905,0.47223,0.28557,0.79963,0.00101,0.00101,0.00101
502,67200,0.70194,0.36855,0.83737,0.99839,0.83871,0.90306,0.81949,0.46765,0.28416,0.79923,0.00100802,0.00100802,0.00100802
503,67299.3,0.72119,0.37492,0.84017,0.99838,0.83872,0.90317,0.81871,0.46998,0.28509,0.79987,0.00100604,0.00100604,0.00100604
504,67394.8,0.72194,0.37473,0.83977,0.99816,0.83874,0.90223,0.81654,0.47645,0.28698,0.80036,0.00100406,0.00100406,0.00100406
505,67469.1,0.70831,0.37033,0.83804,0.9985,0.83867,0.90129,0.81678,0.47116,0.28533,0.79967,0.00100208,0.00100208,0.00100208
506,67546.4,0.69182,0.36465,0.83749,0.99824,0.83877,0.90091,0.81702,0.46754,0.28474,0.79918,0.0010001,0.0010001,0.0010001
507,67643.7,0.70736,0.37042,0.83773,0.99836,0.83879,0.90182,0.81762,0.46923,0.28492,0.79929,0.00099812,0.00099812,0.00099812
508,67744.9,0.67938,0.35975,0.83309,0.99853,0.83883,0.90225,0.81869,0.46716,0.28374,0.79899,0.00099614,0.00099614,0.00099614
509,67843.5,0.69815,0.36733,0.83688,0.99829,0.83872,0.90259,0.81962,0.46484,0.28319,0.79867,0.00099416,0.00099416,0.00099416
510,68001.8,0.67572,0.35813,0.83472,0.99839,0.83862,0.9009,0.81763,0.46361,0.28287,0.7984,0.00099218,0.00099218,0.00099218
511,68065.8,0.70364,0.37006,0.83893,0.99836,0.83863,0.90173,0.81831,0.46422,0.28349,0.79855,0.0009902,0.0009902,0.0009902
512,68311.7,0.71954,0.37565,0.8395,0.99839,0.83867,0.90174,0.81819,0.46496,0.28359,0.79885,0.00098822,0.00098822,0.00098822
513,68488.9,0.69325,0.36605,0.83611,0.99858,0.83864,0.90308,0.82011,0.46349,0.28205,0.79842,0.00098624,0.00098624,0.00098624
514,68591.7,0.68284,0.36166,0.83481,0.99842,0.83863,0.90224,0.81931,0.46335,0.28206,0.79828,0.00098426,0.00098426,0.00098426
515,68687.4,0.67386,0.35835,0.836,0.99832,0.83864,0.90301,0.82145,0.45906,0.28154,0.79789,0.00098228,0.00098228,0.00098228
516,68822.3,0.69913,0.36649,0.83651,0.9984,0.8388,0.9018,0.81938,0.46068,0.28138,0.79817,0.0009803,0.0009803,0.0009803
517,69013.4,0.72689,0.37807,0.83939,0.99825,0.83889,0.9017,0.81913,0.46302,0.28189,0.7985,0.00097832,0.00097832,0.00097832
518,69087,0.72369,0.37649,0.83987,0.9984,0.83899,0.90071,0.81699,0.467,0.28333,0.79883,0.00097634,0.00097634,0.00097634
519,69164,0.7015,0.36802,0.83721,0.99779,0.83912,0.90221,0.81956,0.46301,0.28178,0.79834,0.00097436,0.00097436,0.00097436
520,69610.7,0.70305,0.36685,0.83318,0.99833,0.83883,0.90284,0.82087,0.46074,0.28137,0.79804,0.00097238,0.00097238,0.00097238
521,69808.4,0.6787,0.3586,0.83719,0.99821,0.83885,0.90295,0.82209,0.45801,0.28082,0.79764,0.0009704,0.0009704,0.0009704
522,69893.3,0.70203,0.36549,0.83721,0.99829,0.83882,0.90351,0.82191,0.45996,0.28078,0.79783,0.00096842,0.00096842,0.00096842
523,69966.3,0.72347,0.37213,0.84246,0.99861,0.83876,0.90357,0.82099,0.46497,0.28304,0.79859,0.00096644,0.00096644,0.00096644
524,70259.2,0.72415,0.37582,0.83792,0.99843,0.83886,0.90343,0.82018,0.46617,0.28328,0.7985,0.00096446,0.00096446,0.00096446
525,70305.2,0.70447,0.36872,0.8373,0.99851,0.83896,0.90274,0.82004,0.46377,0.28206,0.79836,0.00096248,0.00096248,0.00096248
526,70395,0.70398,0.36651,0.8377,0.99833,0.8389,0.90248,0.82045,0.46187,0.28141,0.79802,0.0009605,0.0009605,0.0009605
527,70466.7,0.68204,0.36122,0.83737,0.99845,0.83897,0.90214,0.82042,0.45932,0.28022,0.79773,0.00095852,0.00095852,0.00095852
528,70558.5,0.69605,0.36302,0.83524,0.9986,0.83893,0.90266,0.82118,0.45837,0.28003,0.79756,0.00095654,0.00095654,0.00095654
529,70618.1,0.72352,0.37403,0.8394,0.99842,0.83892,0.90395,0.82274,0.45817,0.2799,0.79736,0.00095456,0.00095456,0.00095456
530,70718.3,0.69758,0.36694,0.8352,0.99829,0.83895,0.90427,0.82289,0.45891,0.28039,0.79739,0.00095258,0.00095258,0.00095258
531,70848.9,0.69837,0.36686,0.83427,0.9986,0.83884,0.90487,0.82427,0.45712,0.27954,0.79743,0.0009506,0.0009506,0.0009506
532,70952.6,0.68362,0.36194,0.83615,0.99875,0.83866,0.90355,0.82324,0.45469,0.27891,0.79687,0.00094862,0.00094862,0.00094862
533,71047.5,0.68051,0.36003,0.83294,0.99869,0.83876,0.90432,0.82379,0.45612,0.27866,0.797,0.00094664,0.00094664,0.00094664
534,71123.1,0.69784,0.36464,0.83493,0.99871,0.83874,0.90383,0.82273,0.45782,0.27925,0.79721,0.00094466,0.00094466,0.00094466
535,71208,0.69615,0.36495,0.83826,0.99871,0.8385,0.90239,0.82167,0.45615,0.27905,0.79694,0.00094268,0.00094268,0.00094268
536,71406.7,0.68747,0.36171,0.83642,0.99881,0.83855,0.90197,0.82091,0.45651,0.27932,0.79725,0.0009407,0.0009407,0.0009407
537,71507.8,0.68416,0.36066,0.83252,0.99845,0.83867,0.90402,0.82392,0.45604,0.27871,0.79709,0.00093872,0.00093872,0.00093872
538,71570.4,0.70274,0.36896,0.83758,0.99837,0.83896,0.9011,0.81948,0.45822,0.27979,0.79736,0.00093674,0.00093674,0.00093674
539,71663.6,0.69564,0.36544,0.83716,0.99846,0.83876,0.90208,0.8208,0.45768,0.27964,0.79717,0.00093476,0.00093476,0.00093476
540,71805.7,0.69404,0.366,0.83819,0.9982,0.83903,0.90394,0.82362,0.45574,0.27876,0.79707,0.00093278,0.00093278,0.00093278
541,71912,0.69711,0.36638,0.83566,0.99857,0.83886,0.90261,0.82186,0.45672,0.27849,0.79717,0.0009308,0.0009308,0.0009308
542,71959.7,0.69168,0.36321,0.837,0.99826,0.83899,0.90303,0.82264,0.45492,0.27844,0.79679,0.00092882,0.00092882,0.00092882
543,72092.7,0.68338,0.36197,0.83507,0.99876,0.83883,0.90466,0.82521,0.45337,0.27785,0.79646,0.00092684,0.00092684,0.00092684
544,72160.4,0.69004,0.36354,0.83477,0.9989,0.83879,0.90299,0.82336,0.45336,0.27747,0.79653,0.00092486,0.00092486,0.00092486
545,72253.8,0.67833,0.35884,0.83448,0.99863,0.83848,0.90089,0.82049,0.45401,0.27747,0.79673,0.00092288,0.00092288,0.00092288
546,72359.2,0.69703,0.3656,0.83772,0.99813,0.83891,0.90136,0.82108,0.45503,0.2779,0.79669,0.0009209,0.0009209,0.0009209
547,72441.7,0.67853,0.35842,0.83606,0.99864,0.83883,0.90103,0.821,0.45333,0.27791,0.79637,0.00091892,0.00091892,0.00091892
548,72935.3,0.67397,0.35737,0.83348,0.99844,0.83899,0.90132,0.82112,0.4523,0.27726,0.79619,0.00091694,0.00091694,0.00091694
549,73132.4,0.68008,0.35955,0.83463,0.99844,0.83897,0.90208,0.82231,0.45192,0.27708,0.79608,0.00091496,0.00091496,0.00091496
550,73214.3,0.68885,0.36261,0.83309,0.99861,0.83892,0.90088,0.82102,0.45254,0.27717,0.7961,0.00091298,0.00091298,0.00091298
551,73340,0.66579,0.35458,0.83192,0.99861,0.83886,0.90226,0.82347,0.44908,0.27584,0.79594,0.000911,0.000911,0.000911
