epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,22547.7,1.07507,0.51185,0.93569,0.99134,0.83218,0.8902,0.70884,0.83969,0.42955,0.88465,0.00164162,0.00164162,0.00164162
183,22631.6,1.05714,0.51016,0.92759,0.99194,0.83266,0.89372,0.721,0.81466,0.42375,0.87939,0.00163964,0.00163964,0.00163964
184,22729.2,1.07639,0.50945,0.93124,0.99226,0.83177,0.89451,0.71618,0.82637,0.42467,0.88254,0.00163766,0.00163766,0.00163766
185,23685.6,1.07274,0.51191,0.92278,0.99159,0.83268,0.89481,0.7199,0.81739,0.42055,0.87917,0.00163568,0.00163568,0.00163568
186,23748.5,1.05203,0.50808,0.93293,0.99311,0.83259,0.89456,0.72333,0.80048,0.41645,0.87567,0.0016337,0.0016337,0.0016337
187,23844.2,1.06647,0.50998,0.92826,0.99079,0.83235,0.89256,0.71747,0.82197,0.42461,0.88204,0.00163172,0.00163172,0.00163172
188,23935.3,1.10146,0.51767,0.94332,0.99217,0.83264,0.89298,0.70657,0.86848,0.43487,0.89319,0.00162974,0.00162974,0.00162974
189,24106.7,1.08268,0.5126,0.93095,0.99233,0.83264,0.89197,0.71619,0.81676,0.42195,0.88035,0.00162776,0.00162776,0.00162776
190,24196.7,1.05764,0.50766,0.92177,0.9916,0.83295,0.89349,0.72043,0.81366,0.42028,0.87985,0.00162578,0.00162578,0.00162578
191,24273.6,1.05463,0.50759,0.92878,0.99256,0.83279,0.89383,0.7245,0.79575,0.41648,0.8749,0.0016238,0.0016238,0.0016238
192,24546.7,1.07281,0.51139,0.92437,0.99277,0.83236,0.89376,0.72241,0.80422,0.41793,0.87681,0.00162182,0.00162182,0.00162182
193,24623.2,1.05304,0.50214,0.9252,0.99301,0.83304,0.89406,0.72606,0.79407,0.41465,0.8739,0.00161984,0.00161984,0.00161984
194,24685.4,1.06644,0.50799,0.93052,0.99316,0.83243,0.89716,0.72904,0.79405,0.41172,0.87346,0.00161786,0.00161786,0.00161786
195,24848,1.05933,0.50369,0.92301,0.99316,0.83262,0.895,0.72959,0.78481,0.41102,0.87223,0.00161588,0.00161588,0.00161588
196,24938.1,1.05667,0.5063,0.92463,0.99279,0.83333,0.89578,0.72867,0.79113,0.41324,0.87249,0.0016139,0.0016139,0.0016139
197,25301.9,1.0609,0.5062,0.92036,0.9922,0.83317,0.89281,0.72155,0.8193,0.4189,0.87782,0.00161192,0.00161192,0.00161192
198,25412.8,1.05954,0.50601,0.92274,0.99299,0.83368,0.89566,0.73127,0.78264,0.40865,0.87084,0.00160994,0.00160994,0.00160994
199,25501.6,1.03492,0.49643,0.92174,0.99202,0.83337,0.89585,0.72736,0.79289,0.41336,0.87266,0.00160796,0.00160796,0.00160796
200,25582.5,1.02711,0.49508,0.9169,0.99168,0.83365,0.89592,0.73164,0.78201,0.40802,0.86959,0.00160598,0.00160598,0.00160598
201,25674.3,1.00467,0.48739,0.91022,0.99292,0.83385,0.89777,0.73536,0.77475,0.40564,0.86807,0.001604,0.001604,0.001604
202,25768.9,1.03941,0.49535,0.91528,0.99276,0.83373,0.89658,0.73197,0.78388,0.40884,0.87113,0.00160202,0.00160202,0.00160202
203,25878.4,0.99094,0.48368,0.91394,0.99291,0.83296,0.8963,0.7361,0.76754,0.40404,0.86662,0.00160004,0.00160004,0.00160004
204,25967.7,1.02486,0.49408,0.91297,0.99263,0.83382,0.89522,0.73595,0.76498,0.40383,0.86594,0.00159806,0.00159806,0.00159806
205,26049.9,1.01716,0.4907,0.91198,0.99252,0.834,0.8947,0.72902,0.78508,0.40938,0.86955,0.00159608,0.00159608,0.00159608
206,26117.8,1.01954,0.49328,0.9117,0.99305,0.83376,0.89769,0.74176,0.7501,0.39931,0.86451,0.0015941,0.0015941,0.0015941
207,26179.8,0.99053,0.4821,0.91232,0.99209,0.83362,0.89599,0.73936,0.75853,0.40031,0.86495,0.00159212,0.00159212,0.00159212
208,26289.7,1.00706,0.4883,0.91071,0.99345,0.83358,0.89697,0.74122,0.75116,0.39861,0.86284,0.00159014,0.00159014,0.00159014
209,26436,0.99722,0.48716,0.90867,0.99279,0.83449,0.89685,0.7423,0.74947,0.39794,0.86221,0.00158816,0.00158816,0.00158816
210,27284.8,0.98579,0.48317,0.90701,0.99352,0.83397,0.89523,0.74009,0.75317,0.4001,0.86132,0.00158618,0.00158618,0.00158618
211,27352.9,1.03247,0.49634,0.91914,0.99326,0.83379,0.89598,0.73891,0.75543,0.40165,0.86471,0.0015842,0.0015842,0.0015842
212,27449.6,0.98984,0.48368,0.90751,0.99274,0.83418,0.8952,0.74257,0.74262,0.39813,0.85945,0.00158222,0.00158222,0.00158222
213,27549.9,1.02062,0.48939,0.91475,0.99377,0.83466,0.89499,0.73972,0.74486,0.39768,0.86072,0.00158024,0.00158024,0.00158024
214,27730.6,0.99305,0.48263,0.90937,0.99349,0.83346,0.89835,0.74723,0.73824,0.39238,0.85905,0.00157826,0.00157826,0.00157826
215,27843,0.98943,0.48295,0.90812,0.9935,0.83473,0.89594,0.74613,0.73173,0.39126,0.85791,0.00157628,0.00157628,0.00157628
216,27928.6,0.99967,0.48523,0.91321,0.99339,0.83461,0.89475,0.74196,0.74305,0.39507,0.85837,0.0015743,0.0015743,0.0015743
217,28943.1,0.99151,0.48238,0.90253,0.99402,0.83478,0.89727,0.74922,0.72456,0.38904,0.85603,0.00157232,0.00157232,0.00157232
218,29048.2,0.9962,0.48281,0.90477,0.99345,0.83501,0.893,0.74185,0.73238,0.39281,0.85689,0.00157034,0.00157034,0.00157034
219,29217.1,0.99897,0.48851,0.90173,0.99367,0.83499,0.89699,0.74954,0.72244,0.38895,0.85501,0.00156836,0.00156836,0.00156836
220,29338.2,0.98884,0.48411,0.90163,0.99435,0.83488,0.89888,0.7517,0.72567,0.39087,0.85557,0.00156638,0.00156638,0.00156638
221,30398.5,0.95737,0.47313,0.90265,0.99402,0.83521,0.89878,0.75051,0.72707,0.38863,0.85618,0.0015644,0.0015644,0.0015644
222,30512.6,0.99837,0.48496,0.90058,0.99419,0.83465,0.89818,0.74894,0.72879,0.39051,0.85689,0.00156242,0.00156242,0.00156242
223,30640.9,0.9874,0.48056,0.9008,0.99342,0.83476,0.89739,0.74933,0.7249,0.38736,0.85533,0.00156044,0.00156044,0.00156044
224,30703.3,0.98644,0.47869,0.90776,0.99367,0.83423,0.89464,0.7391,0.7567,0.39667,0.86097,0.00155846,0.00155846,0.00155846
225,30803.9,0.97947,0.47843,0.90061,0.99436,0.83535,0.89661,0.75193,0.71193,0.38598,0.85256,0.00155648,0.00155648,0.00155648
226,31225.8,0.97706,0.47757,0.90425,0.9948,0.83488,0.90197,0.75769,0.71778,0.38547,0.85366,0.0015545,0.0015545,0.0015545
227,31325.3,0.97908,0.47949,0.89395,0.99369,0.83488,0.896,0.75142,0.71269,0.38562,0.85197,0.00155252,0.00155252,0.00155252
228,31400.3,0.9539,0.46952,0.89826,0.99367,0.83519,0.89903,0.75602,0.70469,0.38125,0.85098,0.00155054,0.00155054,0.00155054
229,31468.4,0.95484,0.47039,0.89827,0.99414,0.83597,0.89848,0.75714,0.70105,0.38017,0.8508,0.00154856,0.00154856,0.00154856
230,31567.8,1.02001,0.48732,0.90806,0.99366,0.83494,0.89758,0.75021,0.72145,0.38564,0.85462,0.00154658,0.00154658,0.00154658
231,31644,0.96448,0.47162,0.89787,0.99446,0.83537,0.89809,0.75533,0.70809,0.38205,0.85126,0.0015446,0.0015446,0.0015446
232,31712.3,0.94963,0.4674,0.89421,0.99454,0.83457,0.89829,0.75516,0.70337,0.37959,0.8508,0.00154262,0.00154262,0.00154262
233,31794.7,0.95377,0.46854,0.89375,0.99428,0.83493,0.89849,0.75753,0.70237,0.38016,0.84989,0.00154064,0.00154064,0.00154064
234,31920.6,0.95322,0.46809,0.8948,0.99459,0.83508,0.89897,0.75939,0.69874,0.37936,0.84845,0.00153866,0.00153866,0.00153866
235,32047.1,0.93607,0.46118,0.89323,0.99462,0.83565,0.89772,0.75782,0.69612,0.37682,0.84814,0.00153668,0.00153668,0.00153668
236,32214.7,0.96185,0.47009,0.89592,0.99519,0.83525,0.89875,0.75906,0.69289,0.37725,0.84772,0.0015347,0.0015347,0.0015347
237,32301.7,0.9523,0.46992,0.89752,0.9951,0.8358,0.89906,0.75899,0.69864,0.37953,0.84913,0.00153272,0.00153272,0.00153272
238,32938.5,0.93812,0.46063,0.89755,0.99447,0.83547,0.90133,0.76231,0.69096,0.37744,0.84685,0.00153074,0.00153074,0.00153074
239,33033.3,0.96978,0.4723,0.89823,0.99506,0.83487,0.89987,0.76129,0.69502,0.37667,0.84876,0.00152876,0.00152876,0.00152876
240,33117.1,0.92817,0.45695,0.89177,0.9952,0.8355,0.89887,0.76027,0.69127,0.37592,0.84731,0.00152678,0.00152678,0.00152678
241,33246.7,0.94859,0.46262,0.89502,0.99502,0.83547,0.89954,0.76378,0.6846,0.3737,0.84566,0.0015248,0.0015248,0.0015248
242,33319.6,0.96466,0.46988,0.89794,0.99512,0.83575,0.89806,0.75982,0.68938,0.37681,0.84617,0.00152282,0.00152282,0.00152282
243,33368.5,0.94262,0.46339,0.89411,0.99509,0.83583,0.898,0.76271,0.68315,0.37383,0.84545,0.00152084,0.00152084,0.00152084
244,33453.1,0.94077,0.46155,0.89177,0.99547,0.83552,0.89928,0.76504,0.67635,0.37079,0.84469,0.00151886,0.00151886,0.00151886
245,33518.6,0.92821,0.46015,0.89075,0.99499,0.83567,0.89837,0.76187,0.6852,0.37285,0.8456,0.00151688,0.00151688,0.00151688
246,33639.3,0.93798,0.46617,0.8879,0.99519,0.83612,0.89872,0.76632,0.67144,0.36984,0.84312,0.0015149,0.0015149,0.0015149
247,33928.4,0.91757,0.4569,0.88596,0.99535,0.83557,0.89929,0.7662,0.6736,0.36954,0.84366,0.00151292,0.00151292,0.00151292
248,33989.2,0.92926,0.45807,0.89179,0.99545,0.83572,0.9016,0.76916,0.67145,0.36962,0.84227,0.00151094,0.00151094,0.00151094
249,34188.5,0.92502,0.45552,0.88653,0.99587,0.83544,0.89926,0.76546,0.67336,0.36877,0.84334,0.00150896,0.00150896,0.00150896
250,34252.8,0.93383,0.4586,0.89239,0.99557,0.83594,0.89932,0.76017,0.69531,0.374,0.84552,0.00150698,0.00150698,0.00150698
251,34423.8,0.93629,0.46286,0.89331,0.99579,0.83573,0.90011,0.76942,0.6616,0.36714,0.8408,0.001505,0.001505,0.001505
252,34562,0.90659,0.45147,0.88563,0.99489,0.83621,0.8993,0.76884,0.66094,0.36662,0.8409,0.00150302,0.00150302,0.00150302
253,34646.8,0.90544,0.45131,0.8857,0.99534,0.83614,0.90167,0.77381,0.65327,0.36371,0.8396,0.00150104,0.00150104,0.00150104
254,34703,0.92063,0.45571,0.88818,0.99542,0.83608,0.89832,0.76338,0.68475,0.37277,0.84451,0.00149906,0.00149906,0.00149906
255,34779,0.91318,0.45283,0.89025,0.99568,0.83616,0.89971,0.77155,0.6576,0.36489,0.83937,0.00149708,0.00149708,0.00149708
256,34850.8,0.89888,0.44961,0.88117,0.99626,0.83595,0.89773,0.76882,0.65475,0.36354,0.83925,0.0014951,0.0014951,0.0014951
257,34945.1,0.92026,0.45641,0.88788,0.99554,0.83576,0.89736,0.76694,0.65962,0.36381,0.84031,0.00149312,0.00149312,0.00149312
258,35037.4,0.89361,0.44665,0.88226,0.99546,0.83615,0.89489,0.76499,0.65831,0.36368,0.8397,0.00149114,0.00149114,0.00149114
259,35139.5,0.88803,0.44634,0.88073,0.99595,0.83573,0.90109,0.77375,0.64941,0.36052,0.83802,0.00148916,0.00148916,0.00148916
260,35227.5,0.91709,0.45652,0.88934,0.99592,0.8364,0.90024,0.7724,0.65035,0.36171,0.83749,0.00148718,0.00148718,0.00148718
261,35332.2,0.9369,0.4566,0.89137,0.99565,0.83604,0.89774,0.76323,0.67816,0.36784,0.84305,0.0014852,0.0014852,0.0014852
262,35462.5,0.92866,0.45653,0.88702,0.99573,0.83633,0.90048,0.76965,0.66419,0.36453,0.84038,0.00148322,0.00148322,0.00148322
263,35520.7,0.89721,0.44649,0.8844,0.99625,0.83597,0.9012,0.77593,0.64408,0.36014,0.83683,0.00148124,0.00148124,0.00148124
264,35592.4,0.90386,0.4469,0.88674,0.99496,0.83683,0.90059,0.77262,0.65077,0.36063,0.83828,0.00147926,0.00147926,0.00147926
265,35975.8,0.90581,0.4484,0.88116,0.9959,0.83608,0.89934,0.77245,0.65026,0.36034,0.83783,0.00147728,0.00147728,0.00147728
266,36039.9,0.90456,0.44921,0.88339,0.99634,0.83582,0.90206,0.77561,0.64735,0.36049,0.83708,0.0014753,0.0014753,0.0014753
267,36124,0.94373,0.4607,0.88965,0.99512,0.83632,0.90054,0.76902,0.66306,0.3643,0.8401,0.00147332,0.00147332,0.00147332
268,36226.8,0.91543,0.45409,0.88273,0.9956,0.83652,0.90023,0.77213,0.65727,0.36241,0.83924,0.00147134,0.00147134,0.00147134
269,36339.1,0.88978,0.44629,0.88366,0.99559,0.83674,0.89947,0.77322,0.65019,0.36111,0.83777,0.00146936,0.00146936,0.00146936
270,36423.9,0.91299,0.45152,0.88329,0.99573,0.8366,0.90018,0.77544,0.64121,0.35725,0.83539,0.00146738,0.00146738,0.00146738
271,36671,0.91189,0.45227,0.8835,0.99586,0.83656,0.89859,0.77521,0.63577,0.35563,0.8347,0.0014654,0.0014654,0.0014654
272,36783.5,0.88566,0.4426,0.88429,0.99621,0.83643,0.90207,0.77713,0.64451,0.35871,0.837,0.00146342,0.00146342,0.00146342
273,36878,0.90986,0.45151,0.88198,0.99603,0.83667,0.90059,0.77778,0.63489,0.35472,0.83499,0.00146144,0.00146144,0.00146144
274,36957.9,0.89461,0.44925,0.87753,0.99612,0.83658,0.90012,0.77635,0.63534,0.35396,0.83486,0.00145946,0.00145946,0.00145946
275,37032.3,0.8743,0.44011,0.87466,0.99646,0.83616,0.90239,0.77972,0.63474,0.35521,0.83477,0.00145748,0.00145748,0.00145748
276,37749.3,0.86799,0.4357,0.8757,0.99655,0.83658,0.8993,0.77781,0.63079,0.35374,0.83363,0.0014555,0.0014555,0.0014555
277,37815.2,0.8918,0.44503,0.87809,0.99618,0.83675,0.89875,0.77601,0.6341,0.35352,0.83361,0.00145352,0.00145352,0.00145352
278,38062.6,0.87814,0.44005,0.87615,0.99603,0.83648,0.8994,0.77834,0.62557,0.35089,0.83263,0.00145154,0.00145154,0.00145154
279,38157.4,0.86987,0.44042,0.8791,0.99598,0.83678,0.8991,0.77898,0.62521,0.34985,0.83215,0.00144956,0.00144956,0.00144956
280,38219.5,0.87286,0.43822,0.8771,0.99569,0.83669,0.90221,0.78241,0.62158,0.35168,0.83166,0.00144758,0.00144758,0.00144758
281,38303.4,0.86746,0.43496,0.87982,0.99626,0.83625,0.90047,0.77863,0.62599,0.35136,0.83199,0.0014456,0.0014456,0.0014456
282,38377.2,0.83933,0.42672,0.87498,0.99655,0.8368,0.90173,0.78463,0.6135,0.34627,0.83057,0.00144362,0.00144362,0.00144362
283,39018.9,0.84601,0.42848,0.87236,0.99645,0.83661,0.90244,0.78491,0.61239,0.34638,0.82994,0.00144164,0.00144164,0.00144164
284,39109.8,0.85942,0.43314,0.87407,0.99653,0.83681,0.90034,0.78052,0.61911,0.34801,0.83004,0.00143966,0.00143966,0.00143966
285,39414.6,0.89501,0.4425,0.87912,0.99657,0.83694,0.90122,0.77958,0.62908,0.35091,0.83138,0.00143768,0.00143768,0.00143768
286,39512.1,0.90911,0.45124,0.88692,0.99578,0.83673,0.90254,0.7769,0.64229,0.35695,0.8372,0.0014357,0.0014357,0.0014357
287,39843.6,0.87077,0.4368,0.87703,0.99658,0.83686,0.90112,0.78043,0.62235,0.35079,0.83225,0.00143372,0.00143372,0.00143372
288,39928.5,0.88775,0.44261,0.88144,0.99683,0.83666,0.90227,0.78378,0.62093,0.34729,0.83193,0.00143174,0.00143174,0.00143174
289,40018,0.89038,0.44093,0.88384,0.99666,0.8366,0.90067,0.77956,0.62626,0.35031,0.83237,0.00142976,0.00142976,0.00142976
290,40185.9,0.88221,0.44024,0.87542,0.9965,0.83676,0.90006,0.78183,0.61528,0.34646,0.83019,0.00142778,0.00142778,0.00142778
291,40270.9,0.85604,0.43198,0.87239,0.99672,0.83683,0.90108,0.78409,0.6126,0.34582,0.82962,0.0014258,0.0014258,0.0014258
292,40339.7,0.85991,0.43174,0.87195,0.9964,0.83688,0.9031,0.78619,0.61008,0.34475,0.82836,0.00142382,0.00142382,0.00142382
293,40418.5,0.86246,0.43235,0.87218,0.99676,0.83682,0.90168,0.78579,0.60888,0.34387,0.82838,0.00142184,0.00142184,0.00142184
294,40556.1,0.86403,0.43637,0.87476,0.99647,0.83725,0.90364,0.78717,0.60345,0.34278,0.82784,0.00141986,0.00141986,0.00141986
295,40648.5,0.83761,0.42632,0.8674,0.99621,0.83724,0.90237,0.7869,0.601,0.34166,0.82729,0.00141788,0.00141788,0.00141788
296,40753.2,0.87953,0.43506,0.88073,0.99621,0.83691,0.90271,0.78495,0.61488,0.34537,0.83019,0.0014159,0.0014159,0.0014159
297,40859.7,0.8548,0.42978,0.87526,0.99657,0.83703,0.90199,0.78551,0.60621,0.34342,0.82824,0.00141392,0.00141392,0.00141392
298,40933.3,0.86282,0.4328,0.86977,0.99672,0.83675,0.9026,0.7881,0.60261,0.34204,0.82758,0.00141194,0.00141194,0.00141194
299,41078.1,0.82795,0.42313,0.8719,0.9967,0.83755,0.90359,0.78829,0.59867,0.34141,0.82675,0.00140996,0.00140996,0.00140996
300,41194.6,0.86566,0.4364,0.87311,0.99653,0.83704,0.90123,0.78702,0.59913,0.34014,0.82696,0.00140798,0.00140798,0.00140798
301,41264.8,0.84621,0.42896,0.86789,0.99676,0.83703,0.90015,0.78626,0.59715,0.34046,0.82585,0.001406,0.001406,0.001406
302,41375.4,0.83544,0.42681,0.86593,0.99664,0.83728,0.90251,0.78975,0.59098,0.33809,0.82522,0.00140402,0.00140402,0.00140402
303,41545,0.8267,0.42181,0.86724,0.99681,0.83721,0.90304,0.78826,0.5984,0.33876,0.82582,0.00140204,0.00140204,0.00140204
304,41641.7,0.8467,0.42634,0.87344,0.99645,0.83714,0.90198,0.78683,0.60309,0.34129,0.8272,0.00140006,0.00140006,0.00140006
305,41798.1,0.8344,0.4227,0.86553,0.99704,0.83703,0.90318,0.78939,0.59141,0.33808,0.82492,0.00139808,0.00139808,0.00139808
306,41884.5,0.85109,0.43017,0.86512,0.99667,0.83726,0.90448,0.79305,0.58772,0.33708,0.82437,0.0013961,0.0013961,0.0013961
307,41953.1,0.87861,0.43619,0.87282,0.99688,0.83739,0.90271,0.78809,0.59335,0.33831,0.82505,0.00139412,0.00139412,0.00139412
308,42166.4,0.8313,0.42378,0.86846,0.99685,0.83742,0.90239,0.79049,0.58506,0.33669,0.82408,0.00139214,0.00139214,0.00139214
309,42243.1,0.84002,0.42503,0.86526,0.99684,0.83764,0.90206,0.78836,0.59209,0.33734,0.82514,0.00139016,0.00139016,0.00139016
310,42323.1,0.83434,0.42226,0.86614,0.99659,0.83729,0.90471,0.79342,0.58242,0.3346,0.82357,0.00138818,0.00138818,0.00138818
311,42409.2,0.83365,0.42312,0.86834,0.99697,0.8372,0.90276,0.79136,0.58452,0.33512,0.82367,0.0013862,0.0013862,0.0013862
312,42477.6,0.83082,0.42069,0.86969,0.99693,0.83765,0.90316,0.79044,0.58702,0.33506,0.82391,0.00138422,0.00138422,0.00138422
313,42584.1,0.83718,0.42272,0.86927,0.99688,0.83733,0.90283,0.7885,0.59792,0.33723,0.82534,0.00138224,0.00138224,0.00138224
314,42768.4,0.8693,0.43217,0.87977,0.9963,0.83775,0.90092,0.78861,0.59031,0.33645,0.82382,0.00138026,0.00138026,0.00138026
315,42892.4,0.83779,0.42412,0.86804,0.99697,0.83763,0.90258,0.79149,0.58125,0.33455,0.82336,0.00137828,0.00137828,0.00137828
316,43161.8,0.84542,0.42534,0.86543,0.99733,0.83765,0.90384,0.79239,0.58139,0.33421,0.82283,0.0013763,0.0013763,0.0013763
317,43276.2,0.83314,0.42317,0.86678,0.99704,0.83761,0.9031,0.79146,0.58031,0.3343,0.8222,0.00137432,0.00137432,0.00137432
318,43350.1,0.83458,0.42159,0.87112,0.99697,0.83742,0.90274,0.79068,0.58592,0.33488,0.823,0.00137234,0.00137234,0.00137234
319,43427.9,0.83869,0.42537,0.87041,0.99676,0.83758,0.90233,0.79049,0.58224,0.33494,0.82351,0.00137036,0.00137036,0.00137036
320,43520.7,0.80979,0.41433,0.86639,0.997,0.83733,0.90349,0.79266,0.5812,0.33391,0.82345,0.00136838,0.00136838,0.00136838
321,43679.6,0.82423,0.42103,0.86606,0.99721,0.8373,0.90424,0.7941,0.57834,0.33111,0.82225,0.0013664,0.0013664,0.0013664
322,43760.4,0.81659,0.41675,0.86739,0.99687,0.83742,0.90285,0.79281,0.57703,0.33237,0.82232,0.00136442,0.00136442,0.00136442
323,44570,0.84115,0.42178,0.86889,0.99708,0.8372,0.9038,0.79257,0.58334,0.33215,0.8228,0.00136244,0.00136244,0.00136244
324,44663.7,0.83867,0.42195,0.86835,0.99722,0.83733,0.90507,0.79556,0.5763,0.33032,0.82201,0.00136046,0.00136046,0.00136046
325,44902,0.83759,0.42036,0.86984,0.99701,0.83751,0.90356,0.79264,0.57959,0.3312,0.82257,0.00135848,0.00135848,0.00135848
326,44992.3,0.82463,0.419,0.86526,0.997,0.83736,0.9028,0.79308,0.57218,0.32955,0.82107,0.0013565,0.0013565,0.0013565
327,45060.4,0.81543,0.41622,0.86089,0.99725,0.83743,0.90162,0.79273,0.56848,0.32894,0.82076,0.00135452,0.00135452,0.00135452
328,45124.8,0.82425,0.41991,0.86589,0.99742,0.83739,0.9039,0.79605,0.57079,0.32974,0.82037,0.00135254,0.00135254,0.00135254
329,45351.7,0.80566,0.4139,0.86381,0.99714,0.83739,0.90162,0.79327,0.57032,0.32932,0.82062,0.00135056,0.00135056,0.00135056
330,45409.4,0.8401,0.42392,0.86291,0.99713,0.8375,0.90185,0.79275,0.57269,0.32928,0.82012,0.00134858,0.00134858,0.00134858
331,45489.1,0.80189,0.41098,0.86369,0.99701,0.83725,0.90264,0.79315,0.57155,0.32822,0.82071,0.0013466,0.0013466,0.0013466
332,45600.4,0.83159,0.41899,0.86592,0.99713,0.83745,0.90364,0.79404,0.57088,0.32877,0.82036,0.00134462,0.00134462,0.00134462
333,45671.8,0.81052,0.41234,0.86113,0.99735,0.83732,0.90339,0.79636,0.56512,0.32711,0.81947,0.00134264,0.00134264,0.00134264
334,45737.1,0.81646,0.41592,0.86221,0.99756,0.83746,0.90195,0.79329,0.5722,0.32912,0.82003,0.00134066,0.00134066,0.00134066
335,45802.7,0.82096,0.4173,0.86229,0.99712,0.83768,0.90391,0.79629,0.56621,0.32735,0.81884,0.00133868,0.00133868,0.00133868
336,45910.3,0.82978,0.41825,0.86423,0.99723,0.8374,0.90365,0.79655,0.56274,0.32724,0.81887,0.0013367,0.0013367,0.0013367
337,46042.6,0.83199,0.41823,0.86183,0.99711,0.83719,0.90123,0.79604,0.56057,0.32626,0.81831,0.00133472,0.00133472,0.00133472
338,46112.8,0.81572,0.41396,0.86011,0.99723,0.83739,0.90284,0.7969,0.55912,0.32576,0.81821,0.00133274,0.00133274,0.00133274
339,46188.4,0.81419,0.4148,0.86089,0.99752,0.83758,0.90406,0.7973,0.5655,0.32654,0.81908,0.00133076,0.00133076,0.00133076
340,46294.3,0.81586,0.41335,0.8602,0.99742,0.83753,0.90272,0.79637,0.55987,0.3252,0.81816,0.00132878,0.00132878,0.00132878
341,46381.1,0.8147,0.41283,0.86058,0.99762,0.83737,0.90282,0.79682,0.5593,0.32496,0.81754,0.0013268,0.0013268,0.0013268
342,46508.4,0.79494,0.40615,0.86019,0.99737,0.8378,0.90221,0.79482,0.56435,0.32576,0.81862,0.00132482,0.00132482,0.00132482
343,46587.8,0.81808,0.41693,0.86624,0.99738,0.83754,0.90183,0.79581,0.55963,0.32405,0.81747,0.00132284,0.00132284,0.00132284
344,46651.4,0.79511,0.4089,0.85844,0.99747,0.8377,0.90404,0.80003,0.55305,0.32335,0.81705,0.00132086,0.00132086,0.00132086
345,46761.7,0.80881,0.41268,0.86138,0.99725,0.83792,0.90447,0.79955,0.55666,0.32438,0.81757,0.00131888,0.00131888,0.00131888
346,47106.8,0.79771,0.40778,0.85922,0.99731,0.83777,0.90443,0.79996,0.55374,0.32292,0.81719,0.0013169,0.0013169,0.0013169
347,47212.8,0.80431,0.41074,0.8589,0.99754,0.83767,0.90375,0.79989,0.55312,0.32219,0.81676,0.00131492,0.00131492,0.00131492
348,47766.6,0.78803,0.40594,0.86121,0.99713,0.83776,0.90422,0.79862,0.56043,0.32424,0.81816,0.00131294,0.00131294,0.00131294
349,47881.4,0.80632,0.41143,0.86395,0.99723,0.83788,0.90208,0.79725,0.55673,0.32287,0.81748,0.00131096,0.00131096,0.00131096
350,49003.4,0.80808,0.41329,0.85805,0.99726,0.8378,0.90201,0.79618,0.55726,0.32166,0.81718,0.00130898,0.00130898,0.00130898
351,49124.5,0.81735,0.41697,0.86075,0.99747,0.83779,0.90317,0.79769,0.55667,0.3232,0.81683,0.001307,0.001307,0.001307
352,49998.1,0.81397,0.41462,0.86364,0.99718,0.83788,0.9045,0.79995,0.55424,0.32297,0.81671,0.00130502,0.00130502,0.00130502
353,50219.5,0.80306,0.41075,0.85764,0.99726,0.83809,0.90181,0.79635,0.55831,0.32273,0.81745,0.00130304,0.00130304,0.00130304
354,50271.4,0.8062,0.41153,0.85984,0.99712,0.83779,0.90408,0.79871,0.55671,0.32231,0.81699,0.00130106,0.00130106,0.00130106
355,50350.4,0.81999,0.41622,0.86082,0.99773,0.83788,0.90507,0.79946,0.55798,0.32327,0.81735,0.00129908,0.00129908,0.00129908
356,50427.9,0.80619,0.40911,0.85885,0.99747,0.83813,0.90348,0.79897,0.55217,0.32192,0.81583,0.0012971,0.0012971,0.0012971
357,50490.7,0.79148,0.40684,0.85435,0.99764,0.83789,0.90269,0.8,0.54506,0.31804,0.81502,0.00129512,0.00129512,0.00129512
358,50580.5,0.78779,0.40457,0.85806,0.9974,0.83788,0.90341,0.80149,0.54361,0.31928,0.81473,0.00129314,0.00129314,0.00129314
359,50642.4,0.79864,0.40791,0.85966,0.99734,0.83781,0.90431,0.80047,0.54854,0.31977,0.81539,0.00129116,0.00129116,0.00129116
360,50758,0.79093,0.40321,0.85795,0.99735,0.83791,0.90261,0.80125,0.5407,0.31835,0.81435,0.00128918,0.00128918,0.00128918
361,50861.1,0.78431,0.40463,0.85651,0.99752,0.83788,0.90375,0.80296,0.54038,0.31751,0.81439,0.0012872,0.0012872,0.0012872
362,50946.9,0.78595,0.40381,0.85603,0.99697,0.83817,0.9048,0.80266,0.54409,0.31788,0.8147,0.00128522,0.00128522,0.00128522
363,51061.9,0.79365,0.40651,0.85794,0.99742,0.8378,0.90058,0.79733,0.54648,0.31822,0.81463,0.00128324,0.00128324,0.00128324
364,51152.1,0.79827,0.40823,0.85673,0.99741,0.83778,0.90331,0.80176,0.54474,0.31854,0.81478,0.00128126,0.00128126,0.00128126
365,51254.2,0.83264,0.41627,0.86112,0.99729,0.83791,0.90252,0.79739,0.55022,0.31983,0.81523,0.00127928,0.00127928,0.00127928
366,51408.3,0.82382,0.41584,0.86596,0.99671,0.83802,0.90497,0.79979,0.55339,0.32157,0.81609,0.0012773,0.0012773,0.0012773
